verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link
pants-fire,Hillary Clinton,"""I'm the only candidate in the Democratic primary, or actually on either side, who Wall Street financiers and hedge fund managers are actually running ads against.""",4/3/2016,news,https://www.politifact.com/factchecks/2016/apr/03/hillary-clinton/hillary-clinton-claims-meet-press-wall-street-atta/
mostly-false,Mitt Romney,"""People are 7% poorer now because of Biden inflation.""",1/16/2022,news,https://www.politifact.com/factchecks/2022/jan/20/mitt-romney/mitt-romney-jab-seven-percent-poorer-inflation/
half-true,Rick Scott,"Says a bill he vetoed to give driver licenses to certain immigrants known as Dreamers would have changed ""nothing.""",10/10/2014,speech,https://www.politifact.com/factchecks/2014/oct/20/rick-scott/rick-scott-says-bill-give-drivers-licenses-daca-im/
false,Donald Trump,"""Hillary Clinton and her campaign of 2008 started the birther controversy.""",9/16/2016,speech,https://www.politifact.com/factchecks/2016/sep/16/donald-trump/fact-checking-donald-trumps-claim-hillary-clinton-/
true,Donald Trump,"""Senator Cryin’ Chuck Schumer fought hard against the Bad Iran Deal, even going at it with President Obama, & then Voted AGAINST it! Now he says I should not have terminated the deal""",5/10/2018,social_media,https://www.politifact.com/factchecks/2018/may/24/donald-trump/schumer-once-opposed-iran-nuclear-deal-he-now-supp/
mostly-false,Rick Perry,"Says that ""we brought CHI Manufacturing, that had business in China, back to"" Texas.",10/11/2011,blog,https://www.politifact.com/factchecks/2011/oct/31/rick-perry/rick-perry-says-we-brought-chi-manufacturing-had-b/
half-true,Mary Nolan,"Says ""Amanda Fritz publicly claimed to be endorsed by NARAL Pro-Choice Oregon, both on her website and in the voter’s guide.""",4/24/2012,campaign,https://www.politifact.com/factchecks/2012/may/02/mary-nolan/did-amanda-fritz-inaccurately-claim-endorsement-na/
false,Cory Booker,"Says under President Barack Obama there’s been ""the lowest discretionary spending we’ve had in decades in the United States.""",5/20/2012,news,https://www.politifact.com/factchecks/2012/may/28/cory-booker/cory-booker-claims-obama-has-overseen-nations-lowe/
half-true,Alan Grayson,"In every ethics case that has resulted in a formal sanction, ""there's been an investigative subcommittee that's been established first.""",4/5/2016,news,https://www.politifact.com/factchecks/2016/apr/13/alan-grayson/us-rep-alan-grayson-downplays-potential-punishment/
false,JB Pritzker,"""I released way more (tax) information than Bruce Rauner has.""",12/6/2017,meeting,https://www.politifact.com/factchecks/2017/dec/11/jb-pritzker/no-jb-pritzker-did-not-release-more-tax-informatio/
false,Chris Christie,"Neighbors of the San Bernardino shooters ""knew that they were talking about trying to take our country and attack it.""",1/28/2016,speech,https://www.politifact.com/factchecks/2016/jan/29/chris-christie/christie-says-neighbors-san-bernardino-shooters-kn/
half-true,David Perdue,"U.S. Senate candidate Jack Kingston voted for the ""Cash for Clunkers"" program.",5/17/2014,advertisement,https://www.politifact.com/factchecks/2014/jul/14/david-perdue/perdue-omits-detail-cash-clunkers-claim/
false,Marco Rubio,"""Gov. Crist's veto also clears the way for taxpayer funding of abortion in Florida.""",6/11/2010,campaign,https://www.politifact.com/factchecks/2010/jun/14/marco-rubio/marco-rubio-claims-gov-crists-veto-abortion-bill-c/
half-true,Bernie Sanders,"Says former President Barack Obama’s Supreme Court nominations ""required 60 votes.""",2/5/2017,news,https://www.politifact.com/factchecks/2017/feb/09/bernie-sanders/sanders-said-obamas-scotus-nominees-required-60-vo/
half-true,Barack Obama,"""A construction worker who’s making $50 or $60 grand a year shouldn’t be paying higher tax rates than the guy who’s making $50 million a year. And that’s how it’s working right now.""",9/22/2011,speech,https://www.politifact.com/factchecks/2011/sep/27/barack-obama/barack-obama-says-construction-workers-pay-higher-/
false,Chris Larson,"Says Milwaukee County Executive Chris Abele ""once proposed a plan to end county funding to homeless shelters.""",1/7/2016,social_media,https://www.politifact.com/factchecks/2016/feb/09/chris-larson/chris-larson-says-chris-abele-tried-end-funding-ho/
mostly-false,Rand Paul,"Ebola is ""incredibly contagious,"" ""very transmissible"" and ""easy to catch.""",10/16/2014,radio,https://www.politifact.com/factchecks/2014/oct/27/rand-paul/ebola-virus-incredibly-contagious-and-easy-catch-r/
false,Loretta Weinberg,"Says PolitiFact ""listed Governor Scott Walker of Wisconsin as the Governor who told the most lies"" and ""our own ‘untruthful’ Governor Chris Christie made it into Politifact's top five of ‘Lie - en Governors’.""",6/4/2012,news,https://www.politifact.com/factchecks/2012/jun/07/loretta-weinberg/loretta-weinberg-claims-politifact-listed-chris-ch/
true,Barack Obama,John McCain said last year he didn't know of a solution to the mortgage crisis.,9/16/2008,other,https://www.politifact.com/factchecks/2008/sep/16/barack-obama/mccain-said-he-had-confidence-in-paulson/
half-true,Jon Huntsman,"""I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better.""",1/7/2012,speech,https://www.politifact.com/factchecks/2012/jan/08/jon-huntsman/huntsman-repeats-claim-he-signed-flat-tax-led-nati/
true,Allen West,"In June 2012 ""we actually had more people go on Social Security Disability [85,000] ... than the 80,000 jobs that were created.""",8/1/2012,radio,https://www.politifact.com/factchecks/2012/aug/09/allen-west/us-rep-allen-west-d-fla-says-number-people-who-wen/
half-true,Hillary Clinton,"Says comprehensive immigration reform ""will add $700 billion to our economy.""",9/15/2016,speech,https://www.politifact.com/factchecks/2016/sep/21/hillary-clinton/hillary-clinton-say-immigration-reform-will-add-70/
pants-fire,David Perdue,"A consent decree approved by Gov. Brian Kemp ""invalidated all voter ID law"" and ""allowed fraudulent ballots to be accepted"" in the 2020 race.",4/24/2022,speech,https://www.politifact.com/factchecks/2022/apr/26/david-perdue/david-perdue-distorts-facts-georgia-agreement-abse/
half-true,Barack Obama,"""During his tenure in Washington and in the Illinois State Senate, Barack Obama has accumulated a record of bipartisan success.""",9/6/2007,campaign,https://www.politifact.com/factchecks/2007/sep/09/barack-obama/his-record-on-bipartisanship-is-split/
half-true,Marco Rubio,"""A minor cannot get a tattoo without parental consent but can get an abortion without parental consent.""",8/4/2015,news,https://www.politifact.com/factchecks/2015/aug/13/marco-rubio/marco-rubio-says-minor-can-get-abortion-not-tattoo/
mostly-false,Kamala Harris,"""In America, there is a father who is holding down two jobs and paying more taxes than the richest 400 families in America.""",11/13/2019,advertisement,https://www.politifact.com/factchecks/2019/nov/21/kamala-harris/kamala-harris-claim-about-typical-dad-paying-more-/
mostly-false,Mitt Romney,"""I don't think I've ever hired an illegal in my life.""",10/18/2011,speech,https://www.politifact.com/factchecks/2011/oct/19/mitt-romney/illegal-immigrants-did-lawn-care-mitt-romney/
true,Armond Budish,"Says Republican-approved changes to ""make it more difficult to participate in Ohio elections include reducing in-person early voting from 35 days to six.""",5/18/2011,news,https://www.politifact.com/factchecks/2011/may/27/armond-budish/state-rep-armond-budish-says-gop-approved-changes-/
mostly-true,Julie Pace,"The Obama administration is using as its ""legal justification for these airstrikes (on the Islamic State), an authorization for military force that the president himself has called for repeal of.""",9/11/2014,news,https://www.politifact.com/factchecks/2014/sep/18/julie-pace/justify-airstrikes-against-islamic-state-obama-usi/
pants-fire,Bill White,"Says Republican state leaders are using ""Soviet-style"" budget management.",3/9/2010,news,https://www.politifact.com/factchecks/2010/apr/15/bill-white/bill-white-objects-what-he-calls-soviet-style-budg/
mostly-true,Kendrick Meek,"Florida ""has the second-highest foreclosure rate in the nation.""",2/20/2010,statement,https://www.politifact.com/factchecks/2010/mar/02/kendrick-meek/florida-home-foreclosure-rate-among-worst-us/
half-true,Barack Obama,"Says Romney and Ryan ""both backed proposals that would outlaw abortions even in cases of rape or incest.""",9/11/2012,campaign,https://www.politifact.com/factchecks/2012/sep/19/barack-obama/obama-ties-romney-ryan-abortion-ban-rape-incest/
mostly-true,Chris Dodd,"""We're spending $1.6 billion for all of Latin America in terms of aid and assistance, a
fraction of what we're spending in Iraq, the $500 billion we've spent there""",9/9/2007,speech,https://www.politifact.com/factchecks/2007/sep/14/chris-dodd/correct-although-money-not-yet-appropriated/
true,Donald Trump,"Minneapolis ""city government preemptively informed the Target Center that it would be responsible for $530,000 in security and other costs"" related to a Trump rally, ""more than 26 times the estimated security costs for a 2009 Target Center health care rally held by President Barack Obama.""",10/7/2019,statement,https://www.politifact.com/factchecks/2019/oct/08/donald-trump/trump-campaign-says-minneapolis-wants-charge-53000/
pants-fire,Donald Trump,"""I’m beating (Kelly Ayotte) in the polls by a lot.""",8/2/2016,news,https://www.politifact.com/factchecks/2016/aug/05/donald-trump/donald-trumps-pants-fire-claim-about-doing-better-/
half-true,Richard Durbin,"""We have 23% of all the lead pipe leads in America in the Chicagoland area.""",4/13/2021,news,https://www.politifact.com/factchecks/2021/apr/18/richard-durbin/are-nearly-quarter-americas-lead-pipes-chicagoland/
mostly-false,Allen West,"Says Patrick Murphy is trying to ""hide his drunken assault of a police officer.""",10/8/2012,advertisement,https://www.politifact.com/factchecks/2012/oct/16/allen-west/allen-west-attacks-patrick-murphy-drunken-assault-/
half-true,George LeMieux,"U.S. Rep. Connie Mack ""voted to raise his own pay several times.""",10/27/2011,news,https://www.politifact.com/factchecks/2011/nov/23/george-lemieux/lemieux-says-mack-repeatedly-voted-raise-his-own-p/
true,Jeb Bush,"""Too many"" tattoos ""on visible body parts"" keep some applicants out of the military.",12/1/2014,other,https://www.politifact.com/factchecks/2014/dec/03/jeb-bush/too-many-visible-tattoos-keep-out-military-jeb-bus/
false,Rebecca Kleefisch,"The Biden Department of Justice ""would use the FBI to target parents who speak out against critical race theory.""",10/23/2021,campaign,https://www.politifact.com/factchecks/2021/nov/09/rebecca-kleefisch/kleefisch-misses-mark-claim-fbi-parents-and-critic/
false,Donald Trump,"Says ""Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on Pennsylvania streets, to prey all over this country.""",10/10/2018,speech,https://www.politifact.com/factchecks/2018/oct/31/donald-trump/donald-trumps-wild-number-sanctuary-city-criminal-/
false,Gwen Moore,"""I represent the fourth-poorest (congressional) district"" in the nation.",12/15/2010,news,https://www.politifact.com/factchecks/2011/jan/03/gwen-moore/us-rep-gwen-moore-says-her-district-fourth-poorest/
mostly-true,Bernie Sanders,"""When you throw 23 million people off of health insurance -- people with cancer, people with heart disease, people with diabetes -- thousands of people will die. … This is study after study making this point.""",6/25/2017,news,https://www.politifact.com/factchecks/2017/jun/27/bernie-sanders/bernie-sanders-projection-thousands-added-deaths-g/
half-true,Nathan Deal,This year’s state budget and my spending proposal for Fiscal Year 2016 represent an infusion of more than $1 billion in additional money for K-12 education.,1/14/2015,other,https://www.politifact.com/factchecks/2015/apr/14/nathan-deal/deals-statement-education-funding-missing-critical/
half-true,Mike DeWine,"Says Mary Taylor has a work schedule that is ""almost untraceable.""",3/20/2018,advertisement,https://www.politifact.com/factchecks/2018/apr/03/mike-dewine/mike-dewines-tv-ad-says-gop-opponent-mary-taylors-/
false,Brett Hulsey,"Says Gov. Scott Walker ""has made Wisconsin 2nd in the nation in losing jobs.""",4/30/2014,news,https://www.politifact.com/factchecks/2014/jun/02/brett-hulsey/brett-hulsey-says-scott-walker-has-made-wisconsin-/
true,Bill O'Reilly,"""A Democratic poll operation shows that Fox News is the most trusted news operation in the country.""",2/3/2010,other,https://www.politifact.com/factchecks/2010/feb/10/bill-oreilly/oreilly-claims-poll-shows-fox-news-most-trusted-ne/
true,Paul Ryan,"""Miller Brewing is not a U.S. company any more. Neither is Anheuser-Busch.""",9/2/2014,speech,https://www.politifact.com/factchecks/2014/sep/08/paul-ryan/paul-ryan-says-miller-brewing-and-anheuser-busch-a/
